	title	year	certificate	runtime	genre	imdb_rating	votes	metascore	gross
8456	Подводный дом	2021	16+	85	['Drama', 'Horror', 'Mystery']	5.3	14022	0	0
8457	Coming Home	1978	127 min	127	['Drama', 'Romance', 'War']	7.3	14021	61	32653905
8458	Дикий Билл	2011	98 min	98	['Drama']	7.2	14019	0	0
8459	Постовой на перекрестке	1995	R	111	['Drama', 'Thriller']	6.3	14019	46	832910
8460	Атлант расправил плечи	2011	12+	97	['Drama', 'Mystery', 'Sci-Fi']	5.6	14016	28	4752353
8461	Чаппакуиддик	2017	PG-13	106	['Biography', 'Drama', 'History']	6.4	14014	67	17395520
8462	Мелкая	2019	PG-13	109	['Comedy', 'Fantasy', 'Romance']	5.5	14009	49	40673960
8463	ППУ	1994	PG-13	79	['Comedy']	6.5	14009	42	4350774
8464	С первого взгляда	1999	PG-13	128	['Drama', 'Romance']	5.9	14002	40	22365133
8465	#Home	2021	158 min	158	['Drama']	8.8	14001	0	0
8466	Убить Билла: Кровавое дело целиком	2006	247 min	247	['Action', 'Crime', 'Thriller']	8.8	13998	0	0
8467	Мой любимый марсианин	1999	PG	94	['Comedy', 'Family', 'Sci-Fi']	5.1	13995	33	36830057
8468	Под прицелом	2005	172 min	172	['Action', 'Crime', 'Drama']	8.2	13990	0	0
8469	Седьмое путешествие Синдбада	1958	88 min	88	['Action', 'Adventure', 'Family']	7.1	13989	0	6976000
8470	Очень странный пришелец	2020	12+	95	['Comedy', 'Horror', 'Sci-Fi']	6.2	13988	67	0
8471	The Crazies	1973	103 min	103	['Action', 'Horror', 'Sci-Fi']	6.1	13987	63	150000
8472	B кoмпании мужчин	1997	R	97	['Comedy', 'Drama']	7.1	13986	81	2856622
8473	Yol	1982	107 min	107	['Drama']	8.0	13986	0	0
8474	Приключения раввина Якова	1973	100 min	100	['Adventure', 'Comedy']	7.4	13979	0	952605
8475	The Teacher	2022	121 min	121	['Drama', 'Thriller']	7.1	13975	0	0
8476	Операция Ы и другие приключения Шурика	1965	6+	95	['Comedy', 'Crime', 'Drama']	8.5	13975	0	0
8477	Carnal Knowledge	1971	18+	98	['Comedy', 'Drama']	6.9	13964	77	28623900
8478	Hope and Glory	1987	113 min	113	['Comedy', 'Drama', 'Romance']	7.3	13963	86	10021120
8479	Гробница	2010	85 min	85	['Horror']	5.5	13962	0	0
8480	Running Scared	1986	107 min	107	['Action', 'Comedy', 'Crime']	6.5	13957	49	38500726
8481	Сага о чудовище. Сумерки	2018	18+	92	['Drama', 'Fantasy', 'Horror']	5.5	13954	58	0
8482	Несколько женщин	2016	R	107	['Drama']	6.4	13953	82	1032942
8483	'Breaker' Morant	1980	107 min	107	['Drama', 'History', 'War']	7.8	13948	72	7142857
8484	Опасные игры	2002	R	104	['Comedy', 'Drama']	6.9	13948	69	1779284
8485	Going Overboard	1989	99 min	99	['Comedy']	1.8	13947	0	0
8486	Дерзкий	1994	R	114	['Crime', 'Drama', 'Thriller']	7.5	13943	81	8094616
8487	Клуб миллиардеров	2018	R	108	['Biography', 'Drama', 'Thriller']	5.6	13940	30	0
8488	La grande bouffe	1973	16+	130	['Comedy', 'Drama']	7.1	13938	0	0
8489	Gun Crazy	1950	87 min	87	['Crime', 'Drama', 'Film-Noir']	7.6	13938	74	0
8490	Стервозные штучки	2009	R	109	['Action', 'Comedy', 'Crime']	4.5	13932	19	17365
8491	Leave Her to Heaven	1945	110 min	110	['Drama', 'Film-Noir', 'Romance']	7.6	13928	0	0
8492	Not Without My Daughter	1991	116 min	116	['Drama', 'Thriller']	6.4	13922	57	14789113
8493	У нас есть Папа!	2011	102 min	102	['Comedy', 'Drama']	6.7	13916	64	480926
8494	Частная жизнь Пиппы Ли	2009	R	98	['Comedy', 'Drama', 'Romance']	6.3	13913	49	0
8495	Переписывая Бетховена	2006	PG-13	104	['Biography', 'Drama', 'Music']	6.7	13911	59	352786
8496	Соединённые Штаты против Билли Холидей	2021	R	126	['Biography', 'Drama', 'Music']	6.3	13901	52	0
8497	Грипп	2013	122 min	122	['Action', 'Drama', 'Sci-Fi']	6.6	13900	40	0
8498	Они продают даже дождь	2010	103 min	103	['Drama', 'History']	7.4	13898	69	558342
8499	Dead & Buried	1981	18+	94	['Horror', 'Mystery']	6.5	13888	71	216166
8500	Грозовой перевал	1992	PG	105	['Drama', 'History', 'Romance']	6.6	13888	0	0
8501	Cry Freedom	1987	157 min	157	['Biography', 'Drama', 'History']	7.4	13888	59	5899797
8502	Monkey Business	1931	77 min	77	['Comedy', 'Family', 'Musical']	7.4	13888	74	0
8503	Пиноккио	2019	6+	125	['Drama', 'Family', 'Fantasy']	6.2	13884	65	0
8504	Охота на роботов	1984	99 min	99	['Action', 'Crime', 'Sci-Fi']	5.8	13882	50	6770587
8505	Визит оркестра	2007	PG-13	87	['Comedy', 'Drama', 'Music']	7.5	13881	80	3053823
8506	В изгнании	2014	99 min	99	['Action', 'Adventure', 'Thriller']	4.6	13878	33	0
8507	Little Caesar	1931	79 min	79	['Action', 'Crime', 'Drama']	7.2	13878	0	0
8508	Темная долина	2014	115 min	115	['Action', 'Drama', 'Western']	7.1	13875	0	0
8509	Valmont	1989	137 min	137	['Drama', 'Romance']	7.0	13874	55	1132112
8510	Письмо	1940	95 min	95	['Crime', 'Drama', 'Film-Noir']	7.5	13873	0	0
8511	Трущобы Беверли Хиллз	1998	R	91	['Comedy', 'Drama']	6.7	13866	69	5480318
8512	Проклятие	2005	115 min	115	['Horror', 'Mystery', 'Thriller']	6.9	13862	0	0
8513	I Am a Fugitive from a Chain Gang	1932	92 min	92	['Crime', 'Drama', 'Film-Noir']	8.2	13861	0	1417000
8514	Лишний багаж	1997	PG-13	101	['Action', 'Comedy', 'Crime']	5.4	13857	34	14327206
8515	Девять в списке мёртвых	2009	R	98	['Crime', 'Drama', 'Horror']	5.4	13851	0	0
8516	Куруп	2021	140 min	140	['Biography', 'Crime', 'Thriller']	7.0	13850	0	0
8517	Однажды в Стокгольме	2018	R	92	['Biography', 'Comedy', 'Crime']	6.1	13849	54	302085
8518	Самаритянка	2004	18+	97	['Drama']	7.0	13846	0	0
8519	Домой на праздники	1995	PG-13	103	['Comedy', 'Drama', 'Romance']	6.5	13845	56	17518220
8520	Квартирка Джо	1996	PG-13	80	['Comedy', 'Fantasy', 'Musical']	5.5	13843	0	4611624
8521	The Thief of Bagdad	1940	106 min	106	['Adventure', 'Family', 'Fantasy']	7.4	13843	0	268948
8522	Вечер	2007	PG-13	117	['Drama', 'Romance']	6.4	13835	45	12406646
8523	Молодость без молодости	2007	16+	124	['Drama', 'Fantasy', 'Mystery']	6.1	13832	43	244397
8524	Flåklypa Grand Prix	1975	88 min	88	['Animation', 'Comedy', 'Family']	8.4	13831	0	0
8525	Il portiere di notte	1974	118 min	118	['Drama']	6.6	13826	0	633298
8526	Планер	1992	PG-13	114	['Drama']	6.9	13823	0	4651977
8527	Разрушительница системы	2019	125 min	125	['Drama']	7.8	13821	89	0
8528	Эскорт	2015	88 min	88	['Comedy', 'Drama', 'Romance']	6.0	13818	0	0
8529	Уровень 16	2018	102 min	102	['Drama', 'Mystery', 'Sci-Fi']	6.1	13816	46	0
8530	Дом на краю света	2004	R	97	['Drama', 'Romance']	6.6	13811	59	1029872
8531	Последние дни диско	1998	R	113	['Comedy', 'Drama', 'Music']	6.7	13808	76	2987297
8532	Diva	1981	117 min	117	['Crime', 'Music', 'Thriller']	7.2	13808	0	108372
8533	On the Beach	1959	134 min	134	['Drama', 'Romance', 'Sci-Fi']	7.1	13805	55	11000000
8534	Sedmikrásky	1966	74 min	74	['Comedy']	7.3	13803	0	0
8535	На одной волне	2017	89 min	89	['Crime', 'Drama', 'Romance']	4.7	13802	0	0
8536	Чай с Муссолини	1999	PG	117	['Comedy', 'Drama', 'War']	6.9	13802	53	14348123
8537	Lost Horizon	1937	132 min	132	['Adventure', 'Drama', 'Fantasy']	7.6	13801	0	0
8538	Каджаки: Правдивая история	2014	R	108	['Adventure', 'Biography', 'Drama']	7.1	13792	0	0
8539	Одержимый	2003	R	104	['Crime', 'Drama', 'Thriller']	7.0	13782	70	1011054
8540	Ma nuit chez Maud	1969	110 min	110	['Comedy', 'Drama', 'Romance']	7.8	13779	0	0
8541	Коррина, Коррина	1994	PG	115	['Comedy', 'Drama', 'Romance']	6.6	13778	0	20160000
8542	Невидимка	2018	100 min	100	['Mystery', 'Thriller']	5.7	13777	59	0
8543	Интервью	2007	18+	84	['Drama']	6.8	13776	64	416417
8544	Клан	2015	R	108	['Biography', 'Crime', 'Drama']	6.9	13773	73	186255
8545	Mac and Me	1988	6+	99	['Adventure', 'Comedy', 'Family']	3.3	13770	26	6424112
8546	The Picture of Dorian Gray	1945	110 min	110	['Drama', 'Fantasy', 'Horror']	7.5	13768	0	0
8547	Зачётный препод 2	2015	115 min	115	['Comedy']	5.9	13766	0	0
8548	Учитель и чудовища	1996	PG-13	86	['Comedy', 'Crime', 'Romance']	5.5	13762	33	20951277
8549	Сила веры	1992	PG-13	108	['Comedy', 'Drama', 'Romance']	6.1	13754	0	23369283
8550	Бродяга Кэнсин: Последняя легенда	2014	134 min	134	['Action', 'Adventure', 'Drama']	7.5	13751	0	0
8551	В баре	2007	92 min	92	['Crime', 'Drama', 'Thriller']	7.0	13749	0	0
8552	Дикий	2016	174 min	174	['Drama', 'Romance']	8.3	13748	0	0
8553	Байкеры	2003	16+	110	['Action', 'Drama']	4.6	13746	36	21701045
8554	Герцог Бургундии	2014	104 min	104	['Drama', 'Romance']	6.5	13742	87	32630
8555	The Killing of a Chinese Bookie	1976	135 min	135	['Crime', 'Drama', 'Thriller']	7.3	13742	65	0
8556	Дерзкие и лихие	2011	170 min	170	['Action', 'Comedy', 'Drama']	7.4	13739	0	1563466
8557	The Lair of the White Worm	1988	93 min	93	['Comedy', 'Horror']	6.0	13736	61	1189315
8558	Как боссу утерли нос	1997	163 min	163	['Comedy', 'Drama', 'Musical']	6.7	13734	0	0
8559	Наше последнее лето	2019	109 min	109	['Comedy', 'Romance']	5.5	13724	0	0
8560	Как не стать президентом	2018	R	113	['Biography', 'Drama', 'History']	6.1	13723	61	2000105
8561	Seksmisja	1984	117 min	117	['Adventure', 'Comedy', 'Sci-Fi']	7.5	13721	0	0
8562	Громче, чем бомбы	2015	R	109	['Drama']	6.6	13719	70	161789
8563	Анатомия	2000	16+	103	['Horror', 'Thriller']	6.0	13719	33	5725
8564	Хорошая женщина	2004	12+	93	['Drama', 'Comedy', 'Romance']	6.5	13718	53	223144
8565	Мужчины и куры	2015	104 min	104	['Comedy', 'Drama', 'Mystery']	6.7	13714	64	30127
8566	Кэндимэн 2: Прощание с плотью	1995	R	95	['Horror', 'Thriller']	5.2	13704	41	13940383
8567	Пропавшая Меган	2011	89 min	89	['Drama', 'Horror', 'Thriller']	4.6	13698	0	0
8568	Свора	2006	18+	91	['Action', 'Comedy', 'Horror']	5.1	13697	0	14500
8569	Загадка	2005	140 min	140	['Comedy', 'Drama', 'Fantasy']	6.4	13696	0	1409498
8570	Астерикс и Клеопатра	1968	72 min	72	['Animation', 'Adventure', 'Comedy']	7.2	13689	0	0
8571	Холодная рыба	2010	146 min	146	['Crime', 'Drama', 'Thriller']	7.1	13684	66	0
8572	Варенье из инжира	2011	94 min	94	['Drama', 'Romance']	6.5	13684	0	0
8573	Tom Jones	1963	129 min	129	['Adventure', 'Comedy', 'History']	6.4	13682	77	37600000
8574	Алекс и Эмма	2003	PG-13	96	['Comedy', 'Romance']	5.5	13681	32	14208384
8575	Henry & June	1990	16+	136	['Biography', 'Drama']	6.3	13675	62	11567449
8576	Мустанг	2019	R	96	['Drama']	6.8	13672	77	5043620
8577	Мечтатель	2005	0+	106	['Drama', 'Family', 'Sport']	6.8	13667	59	32701088
8578	Цветок пустыни	2009	R	120	['Biography', 'Drama']	7.3	13662	54	44348
8579	Маленький Николя	2009	91 min	91	['Comedy', 'Family']	7.1	13660	0	0
8580	Взрослые дети развода	2013	R	88	['Comedy']	5.6	13652	50	172344
8581	Wings	1927	PG-13	144	['Drama', 'Romance', 'War']	7.6	13649	0	6587502
8582	Hatari!	1962	157 min	157	['Action', 'Adventure', 'Comedy']	7.1	13636	0	14000000
8583	Добро пожаловать в джунгли	2013	95 min	95	['Action', 'Adventure', 'Comedy']	4.9	13628	25	0
8584	Глаза моей матери	2016	R	76	['Drama', 'Horror', 'Thriller']	6.2	13626	63	25981
8585	Легион	2004	142 min	142	['Action', 'Sci-Fi']	6.0	13626	0	0
8586	Сувенир	2019	R	120	['Drama', 'Romance']	6.4	13624	92	1036737
8587	Little Monsters	1989	100 min	100	['Adventure', 'Comedy', 'Family']	6.0	13623	0	793775
8588	Нигде в Африке	2001	12+	141	['Biography', 'Drama', 'History']	7.5	13623	72	6173485
8589	Крейсер	2016	18+	128	['Action', 'Drama', 'History']	5.3	13618	30	0
8590	Big Jake	1971	PG-13	110	['Drama', 'Western']	7.1	13615	57	16350000
8591	Опасная игра	2002	165 min	165	['Crime', 'Drama', 'Thriller']	7.4	13613	0	0
8592	Погребальные байки	2019	18+	108	['Fantasy', 'Horror']	6.4	13612	69	0
8593	Незваные гости	2015	18+	90	['Drama', 'Horror', 'Thriller']	5.7	13611	39	0
8594	The Wild Geese	1978	134 min	134	['Action', 'Adventure', 'Drama']	6.8	13602	0	0
8595	Времена года	2006	16+	98	['Drama', 'Romance']	7.1	13602	72	119958
8596	Приключения кота Фрица	1972	18+	78	['Animation', 'Comedy', 'Drama']	6.2	13600	54	25000000
8597	Нежность	2011	PG-13	108	['Comedy', 'Drama', 'Romance']	6.6	13599	53	0
8598	Кабали	2016	153 min	153	['Action', 'Crime', 'Drama']	6.1	13599	0	0
8599	Boлки-оборотни	2006	R	110	['Action', 'Fantasy', 'Horror']	4.5	13591	33	1018965
8600	Дорога домой	1999	G	89	['Drama', 'Romance']	7.8	13590	71	1280090
8601	Сумерки	1998	R	94	['Crime', 'Drama', 'Mystery']	6.2	13589	0	15030732
8602	Инкарнация	2016	16+	87	['Horror', 'Thriller']	5.3	13588	30	4790573
8603	Ниндзя	2009	R	86	['Action', 'Thriller']	5.5	13587	0	0
8604	В лабиринте молчания	2014	R	124	['Drama', 'History']	7.3	13587	62	794123
8605	Национальная трасса 10	2015	115 min	115	['Action', 'Crime', 'Drama']	7.2	13585	0	0
8606	Джерси	2022	170 min	170	['Drama', 'Sport']	7.3	13584	0	0
8607	Итальянский для начинающих	2000	16+	112	['Comedy', 'Drama', 'Romance']	7.1	13584	77	4447186
8608	Парни побоку	1995	R	115	['Comedy', 'Drama']	6.5	13581	61	23450000
