	title	year	certificate	runtime	genre	imdb_rating	votes	metascore	gross
1731	Ран	1985	162 min	162	['Action', 'Drama', 'War']	8.2	128806	97	4135750
1732	Покидая Лас-Вегас	1995	18+	111	['Drama', 'Romance']	7.5	128798	82	31968347
1733	Я - начало	2014	16+	106	['Drama', 'Mystery', 'Romance']	7.3	128761	57	334658
1734	Дом восковых фигур	2005	16+	113	['Horror', 'Thriller']	5.4	128649	41	32064800
1735	Звездный путь: Первый контакт	1996	PG-13	111	['Action', 'Adventure', 'Drama']	7.6	128561	71	92001027
1736	Пила 5	2008	18+	92	['Horror', 'Thriller']	5.8	128536	20	56746769
1737	Королевство	2007	18+	110	['Action', 'Drama', 'Thriller']	7.0	128317	56	47536778
1738	Ночь в музее: Секрет гробницы	2014	6+	98	['Adventure', 'Comedy', 'Family']	6.2	128313	47	113746621
1739	Факультет	1998	16+	104	['Horror', 'Mystery', 'Sci-Fi']	6.6	128306	61	40064955
1740	X	2022	18+	105	['Horror', 'Mystery', 'Thriller']	6.6	128241	79	0
1741	Эрагон	2006	12+	104	['Action', 'Adventure', 'Family']	5.1	128224	38	75030163
1742	Безбрачная неделя	2011	16+	105	['Comedy', 'Romance']	5.9	128143	45	45060734
1743	Т2 Трейнспоттинг (На игле 2)	2017	18+	117	['Comedy', 'Drama']	7.2	128125	67	2402004
1744	Макс Пэйн	2008	16+	100	['Action', 'Crime', 'Drama']	5.3	128034	31	40689393
1745	Человек - швейцарский нож	2016	R	97	['Comedy', 'Drama', 'Fantasy']	6.9	127928	64	4208879
1746	Папы	2019	PG-13	125	['Biography', 'Comedy', 'Drama']	7.6	127885	75	0
1747	Тайна 7 сестёр	2017	16+	123	['Action', 'Crime', 'Fantasy']	6.8	127871	47	0
1748	13-й вoин	1999	R	102	['Action', 'Adventure', 'History']	6.6	127860	42	32698899
1749	Серпико	1973	16+	130	['Biography', 'Crime', 'Drama']	7.7	127737	81	29800000
1750	Безопасность не гарантируется	2012	R	86	['Adventure', 'Comedy', 'Drama']	6.9	127712	72	4010957
1751	The Treasure of the Sierra Madre	1948	126 min	126	['Adventure', 'Drama', 'Western']	8.2	127693	98	5014000
1752	Дом-монстр	2006	12+	91	['Animation', 'Comedy', 'Family']	6.6	127647	68	73661010
1753	Дедушка легкого поведения	2016	18+	102	['Comedy']	5.9	127517	21	35593113
1754	Двойная рокировка	2002	12+	101	['Action', 'Crime', 'Drama']	8.0	127422	75	169659
1755	Нимфоманка: Часть 1	2013	18+	117	['Drama']	6.9	127384	64	785896
1756	Ночной рейс	2005	PG-13	85	['Thriller']	6.5	127370	71	57891803
1757	The French Connection	1971	16+	104	['Action', 'Crime', 'Drama']	7.7	127324	94	15630710
1758	Дивергент, глава 3: За стеной	2016	12+	120	['Action', 'Adventure', 'Mystery']	5.7	127232	33	66184051
1759	Машина времени	2002	12+	96	['Action', 'Adventure', 'Sci-Fi']	6.0	126911	42	56684819
1760	Рейд 2	2014	18+	150	['Action', 'Crime', 'Thriller']	7.9	126817	71	2627209
1761	Лакричная пицца	2021	18+	133	['Comedy', 'Drama', 'Romance']	7.2	126811	90	0
1762	Австралия	2008	12+	165	['Adventure', 'Drama', 'Romance']	6.6	126806	53	49554002
1763	Путешествие к центру Земли	2008	0+	93	['Action', 'Adventure', 'Family']	5.8	126782	57	101704370
1764	Фото за час	2002	16+	96	['Drama', 'Thriller']	6.8	126601	64	31597131
1765	Willow	1988	126 min	126	['Action', 'Adventure', 'Drama']	7.2	126598	47	57269863
1766	Вторжение динозавра	2006	16+	120	['Drama', 'Horror', 'Sci-Fi']	7.1	126545	85	2201923
1767	Небоскрёб	2018	PG-13	102	['Action', 'Adventure', 'Thriller']	5.8	126409	51	68420120
1768	Призрак оперы	2004	12+	143	['Drama', 'Musical', 'Romance']	7.2	126289	40	51268815
1769	Соседи. На тропе войны 2	2016	R	92	['Comedy']	5.7	126281	58	55455765
1770	Окча	2017	120 min	120	['Action', 'Adventure', 'Drama']	7.3	126277	75	0
1771	Слёзы солнца	2003	16+	121	['Action', 'Drama', 'Thriller']	6.6	126111	48	43734876
1772	Кот в сапогах 2: Последнее желание	2022	PG	102	['Animation', 'Adventure', 'Comedy']	7.9	126071	73	168464485
1773	Флаги наших отцов	2006	16+	135	['Action', 'Adventure', 'Drama']	7.1	125986	79	33602376
1774	Демон внутри	2016	R	86	['Horror', 'Mystery', 'Thriller']	6.8	125958	65	10474
1775	Тревожный вызов	2013	R	96	['Drama', 'Thriller']	6.7	125957	51	51872378
1776	Мечтатели	2003	18+	115	['Drama', 'Romance']	7.1	125813	62	2531462
1777	Атлантида: Затерянный мир	2001	12+	95	['Animation', 'Action', 'Adventure']	6.9	125811	52	84052762
1778	Если я останусь	2014	PG-13	107	['Drama', 'Fantasy', 'Music']	6.7	125691	46	50474843
1779	Телохранитель	1961	110 min	110	['Action', 'Drama', 'Thriller']	8.2	125628	93	0
1780	Хэллоуин 2007	2007	18+	109	['Horror']	6.0	125616	47	58272029
1781	Паркер	2013	16+	118	['Action', 'Crime', 'Thriller']	6.2	125591	42	17616641
1782	Тусовщики из супермаркета	1995	14+	94	['Comedy', 'Romance']	7.0	125560	41	2122561
1783	Шеф Адам Джонс	2015	R	101	['Comedy', 'Drama']	6.6	125553	42	13650738
1784	И твою маму тоже	2001	18+	106	['Drama']	7.7	125529	89	13622333
1785	Улыбка	2022	18+	115	['Horror', 'Mystery', 'Thriller']	6.5	125370	68	0
1786	Поворот не туда	2003	16+	84	['Horror', 'Thriller']	6.1	125202	32	15417771
1787	Barton Fink	1991	16+	116	['Comedy', 'Drama', 'Thriller']	7.6	125135	69	6153939
1788	Зверинец	1978	109 min	109	['Comedy']	7.4	124989	79	201747
1789	Любовь по правилам и без	2003	PG-13	128	['Comedy', 'Drama', 'Romance']	6.7	124970	66	124728738
1790	Star Trek II: The Wrath of Khan	1982	PG	113	['Action', 'Adventure', 'Sci-Fi']	7.7	124969	68	78912963
1791	Шестой день	2000	16+	123	['Action', 'Mystery', 'Sci-Fi']	5.9	124929	49	34604280
1792	Tron	1982	96 min	96	['Action', 'Adventure', 'Sci-Fi']	6.7	124915	58	33000000
1793	Это - Англия!	2006	101 min	101	['Crime', 'Drama']	7.7	124870	86	327919
1794	Очень страшное кино 4	2006	16+	83	['Comedy']	5.1	124847	40	90710620
1795	Безумцы	2010	18+	101	['Horror', 'Thriller']	6.5	124822	56	39123589
1796	Санта Клаус	1994	6+	97	['Comedy', 'Drama', 'Family']	6.5	124759	57	144833357
1797	Дикость	1998	16+	108	['Crime', 'Drama', 'Mystery']	6.6	124694	52	29753944
1798	Планета сокровищ	2002	0+	95	['Animation', 'Adventure', 'Family']	7.2	124611	60	38176783
1799	Контрабанда	2012	16+	109	['Action', 'Crime', 'Drama']	6.4	124525	51	66528000
1800	Shershaah	2021	135 min	135	['Action', 'Biography', 'Drama']	8.3	124469	0	0
1801	Впусти меня. Сага	2010	16+	116	['Drama', 'Fantasy', 'Horror']	7.1	124280	79	12134420
1802	Прогулка среди могил	2014	16+	114	['Action', 'Crime', 'Drama']	6.5	124198	57	26307600
1803	Beverly Hills Cop II	1987	0+	100	['Action', 'Comedy', 'Crime']	6.5	124185	48	153665000
1804	Секс в большом городе	2008	16+	145	['Comedy', 'Drama', 'Romance']	5.7	124175	53	152647258
1805	Девять ярдов	2000	98 min	98	['Comedy', 'Crime']	6.7	124151	47	57262492
1806	The Omen	1976	18+	111	['Horror', 'Mystery']	7.5	124132	62	4273886
1807	Dawn of the Dead	1978	127 min	127	['Horror', 'Thriller']	7.8	123999	71	5100000
1808	Образование	2019	R	102	['Comedy']	7.1	123989	84	22680962
1809	Здравствуй, папа, Новый год!	2015	12+	96	['Comedy', 'Family']	6.1	123981	42	150357137
1810	Смерть ей к лицу	1992	12+	104	['Comedy', 'Fantasy', 'Horror']	6.6	123973	56	58422650
1811	Джули и Джулия: Готовим счастье по рецепту	2009	12+	123	['Biography', 'Drama', 'Romance']	7.0	123900	66	94125426
1812	Город ангелов	1998	PG-13	114	['Drama', 'Fantasy', 'Romance']	6.7	123865	54	78685114
1813	Последний рубеж	2013	R	100	['Action', 'Crime', 'Thriller']	6.5	123786	40	20158492
1814	Заклятие 3: По воле дьявола	2021	18+	112	['Horror', 'Mystery', 'Thriller']	6.3	123726	53	65631050
1815	Братья Гримм	2005	12+	118	['Action', 'Adventure', 'Comedy']	5.9	123691	51	37916267
1816	Призрачный мир	2001	R	111	['Comedy', 'Drama']	7.3	123327	90	6217849
1817	Персона	1966	85 min	85	['Drama', 'Thriller']	8.1	123293	86	0
1818	Приключения Паддингтона	2014	6+	95	['Adventure', 'Comedy', 'Family']	7.3	123269	77	76271832
1819	Гренландия	2020	16+	119	['Action', 'Thriller']	6.4	123194	64	0
1820	Лучшее предложение	2013	16+	131	['Crime', 'Drama', 'Mystery']	7.8	123060	49	85433
1821	Жизнь Дэвида Гейла	2003	18+	130	['Crime', 'Drama', 'Thriller']	7.5	122936	31	19593740
1822	Тебя никогда здесь не было	2017	18+	89	['Crime', 'Drama']	6.7	122856	84	2523610
1823	Каждое Воскресенье	1999	R	162	['Drama', 'Sport']	6.9	122715	52	75530832
1824	Фредди против Джейсона	2003	18+	97	['Action', 'Horror']	5.7	122664	37	82622655
1825	Field of Dreams	1989	12+	107	['Drama', 'Family', 'Fantasy']	7.5	122633	57	64431625
1826	Призрачный гонщик 2	2011	12+	96	['Action', 'Adventure', 'Fantasy']	4.3	122554	34	51774002
1827	День святого Валентина	2010	PG-13	125	['Comedy', 'Romance']	5.7	122358	34	110485654
1828	Одарённая	2017	PG-13	101	['Drama']	7.6	122278	60	24801212
1829	The Meaning of Life	1983	16+	107	['Comedy', 'Musical']	7.5	122271	72	14929552
1830	Thunderball	1965	PG	130	['Action', 'Adventure', 'Thriller']	6.9	122193	64	63600000
1831	Шаг вперед	2006	12+	104	['Crime', 'Drama', 'Music']	6.5	122160	48	65328121
1832	Женщина-кошка	2004	12+	104	['Action', 'Crime', 'Fantasy']	3.4	122150	27	40202379
1833	Рождественская история	2009	12+	96	['Animation', 'Adventure', 'Comedy']	6.8	122125	55	137855863
1834	Просто друзья	2005	12+	96	['Comedy', 'Romance']	6.2	122099	47	32619671
1835	Caddyshack	1980	16+	98	['Comedy', 'Sport']	7.2	122007	48	39846344
1836	Посвящённый	2014	12+	97	['Drama', 'Romance', 'Sci-Fi']	6.4	121952	47	45089048
1837	Четыреста ударов	1959	99 min	99	['Crime', 'Drama']	8.1	121819	0	0
1838	Пастырь	2011	PG-13	87	['Action', 'Fantasy', 'Horror']	5.7	121749	41	29136626
1839	Невыносимая тяжесть огромного таланта	2022	16+	107	['Action', 'Comedy', 'Crime']	7.0	121718	68	0
1840	Любовь с уведомлением	2002	12+	101	['Comedy', 'Romance']	6.1	121701	42	93354851
1841	Король Ричард	2021	12+	144	['Biography', 'Drama', 'Sport']	7.5	121666	76	0
1842	Дети Шпионов	2001	6+	88	['Action', 'Adventure', 'Comedy']	5.6	121501	71	112719001
1843	Война Чарли Уилсона	2007	16+	102	['Biography', 'Comedy', 'Drama']	7.0	121463	67	66661095
1844	Перси Джексон и Море чудовищ	2013	6+	106	['Adventure', 'Family', 'Fantasy']	5.7	121270	39	68559554
1845	Заплати другому	2000	PG-13	123	['Drama']	7.2	121218	40	33519628
1846	Треугольник	2009	16+	99	['Fantasy', 'Mystery', 'Sci-Fi']	6.9	121137	0	0
1847	Один дома 3	1997	0+	102	['Action', 'Comedy', 'Crime']	4.5	121133	0	30882515
1848	Судья Дредд	1995	R	96	['Action', 'Crime', 'Sci-Fi']	5.6	121068	0	34693481
1849	Тихоокеанский рубеж 2	2018	PG-13	111	['Action', 'Adventure', 'Fantasy']	5.6	120981	44	59874525
1850	Восемь с половиной	1963	12+	138	['Drama']	8.0	120960	93	50690
1851	Голова-ластик	1977	18+	89	['Fantasy', 'Horror']	7.3	120920	87	7000000
1852	Приколисты	2009	16+	146	['Comedy', 'Drama']	6.3	120904	60	51855045
1853	Смертельная битва	1995	12+	101	['Action', 'Adventure', 'Fantasy']	5.8	120788	60	70454098
1854	Реальные кабаны	2007	PG-13	100	['Action', 'Adventure', 'Comedy']	5.8	120771	27	168273550
1855	Боги Египта	2016	12+	127	['Action', 'Adventure', 'Drama']	5.4	120734	25	31153464
1856	Двухсотлетний человек	1999	0+	132	['Drama', 'Sci-Fi']	6.9	120696	42	58220776
1857	Военный ныряльщик	2000	12+	129	['Biography', 'Drama']	7.2	120562	56	48818921
1858	Шакал	1997	R	124	['Action', 'Crime', 'Drama']	6.4	120393	36	54930280
1859	Цвет шафрана	2006	167 min	167	['Comedy', 'Crime', 'Drama']	8.1	120375	0	2197331
1860	Хороший динозавр	2015	12+	93	['Animation', 'Adventure', 'Comedy']	6.7	120365	66	123087120
1861	Шестнадцать свечей	1984	16+	93	['Comedy', 'Romance']	7.0	120353	61	23686027
1862	Чoкнутый профессор	1996	0+	95	['Comedy', 'Romance', 'Sci-Fi']	5.7	120319	62	128814019
1863	Из пекла	2013	R	116	['Action', 'Crime', 'Drama']	6.7	120292	63	11326836
1864	Небраска	2013	16+	115	['Drama']	7.7	120179	86	17654912
1865	Пункт назначения 5	2011	16+	92	['Horror', 'Thriller']	5.9	120089	50	42587643
1866	Цена страха	2002	16+	124	['Action', 'Drama', 'Thriller']	6.4	120084	45	118907036
1867	Полиция Майами. Отдел нравов	2006	18+	132	['Action', 'Adventure', 'Crime']	6.0	120039	66	63450470
1868	Западня	1999	PG-13	113	['Action', 'Crime', 'Romance']	6.3	119991	54	87704396
1869	Скандал	2019	18+	109	['Biography', 'Drama']	6.8	119970	64	0
1870	Разум и чувства	1995	0+	136	['Drama', 'Romance']	7.7	119901	84	43182776
1871	All the President's Men	1976	138 min	138	['Drama', 'History', 'Thriller']	7.9	119832	84	70600000
1872	Экзамен	2009	16+	101	['Crime', 'Horror', 'Mystery']	6.8	119737	0	0
1873	Лоракс	2012	0+	86	['Animation', 'Adventure', 'Comedy']	6.4	119721	46	214030500
1874	Проект 'Флорида'	2017	18+	111	['Drama']	7.6	119687	92	5904366
1875	Охота	2020	R	90	['Action', 'Horror', 'Thriller']	6.5	119436	50	5812500
1876	Малавита	2013	R	111	['Comedy', 'Crime', 'Thriller']	6.3	119420	42	36918811
1877	Пассажир	2018	PG-13	104	['Action', 'Mystery', 'Thriller']	6.3	119338	56	36343858
1878	Хвала храбрецам	2020	153 min	153	['Action', 'Drama']	8.7	119313	0	0
1879	Крысиные бега	2001	0+	112	['Action', 'Adventure', 'Comedy']	6.4	119252	52	56618055
1880	Из Парижа с любовью	2010	R	92	['Action', 'Crime', 'Thriller']	6.4	119238	42	23979741
1881	Путь домой	2010	PG-13	133	['Adventure', 'Drama', 'History']	7.3	119041	66	2701859
1882	С любовью, Саймон	2018	16+	110	['Comedy', 'Drama', 'Romance']	7.5	119024	72	40826341
1883	Однажды	2007	16+	86	['Drama', 'Music', 'Romance']	7.8	118678	90	9439923
1884	Ключ от всех дверей	2005	PG-13	104	['Drama', 'Horror', 'Mystery']	6.5	118603	47	47806295
1885	Скуби-Ду	2002	12+	89	['Adventure', 'Comedy', 'Family']	5.2	118461	35	153288182
1886	Воды слонам!	2011	PG-13	122	['Drama', 'Romance']	6.9	118262	52	58709717
1887	Пятница	1995	12+	91	['Comedy', 'Drama']	7.2	118218	54	27467564
1888	Иностранец	2017	18+	113	['Action', 'Thriller']	7.0	118200	55	34393507
1889	Смерть на похоронах	2007	R	90	['Comedy']	7.3	118158	67	8579684
1890	Совместная поездка	2014	PG-13	99	['Action', 'Comedy', 'Crime']	6.1	118141	41	134938200
1891	Почему он?	2016	R	111	['Comedy']	6.2	118008	39	60323786
1892	Бар «Гадкий койот»	2000	16+	100	['Comedy', 'Drama', 'Music']	5.7	117807	27	60786269
1893	Целитель Адамс	1998	PG-13	115	['Biography', 'Comedy', 'Drama']	6.8	117744	25	135026902
1894	Стильная штучка	2002	16+	108	['Comedy', 'Romance']	6.2	117692	45	127223418
1895	Мистер Смит едет в Вашингтон	1939	12+	129	['Comedy', 'Drama']	8.1	117437	73	9600000
1896	Дворецкий	2013	PG-13	132	['Biography', 'Drama']	7.2	117368	65	116632095
1897	Охота на воров	2018	18+	140	['Action', 'Crime', 'Drama']	7.0	117350	49	44947622
1898	Багровый прилив	1995	R	116	['Action', 'Drama', 'Thriller']	7.3	117319	66	91400000
1899	West Side Story	1961	12+	153	['Crime', 'Drama', 'Musical']	7.6	117239	86	43656822
1900	The Naked Gun 2½: The Smell of Fear	1991	12+	85	['Comedy', 'Crime']	6.9	117075	65	86930411
1901	Бриджит Джонс: Грани разумного	2004	16+	108	['Comedy', 'Drama', 'Romance']	6.0	117006	44	40226215
1902	Лагаан: Однажды в Индии	2001	16+	224	['Drama', 'Musical', 'Sport']	8.1	116787	84	70147
1903	Ищу друга на конец света	2012	R	101	['Adventure', 'Comedy', 'Drama']	6.7	116703	59	6619173
1904	Гостья	2013	PG-13	125	['Action', 'Adventure', 'Drama']	5.8	116692	35	26627201
1905	Интуиция	2001	12+	90	['Comedy', 'Romance']	6.8	116651	52	50294317
1906	Гемини	2019	12+	117	['Action', 'Sci-Fi', 'Thriller']	5.7	116534	38	48546770
1907	Короли улиц	2008	16+	109	['Action', 'Crime', 'Thriller']	6.8	116472	55	26418667
1908	Молчание	2016	18+	161	['Drama', 'History']	7.1	116455	79	7100177
1909	Каникулы	2015	18+	99	['Adventure', 'Comedy']	6.1	116328	34	58884188
1910	Пиджак	2005	16+	103	['Drama', 'Fantasy', 'Mystery']	7.1	116316	44	6303762
1911	Бонни и Клайд	1967	R	111	['Action', 'Biography', 'Crime']	7.7	116275	86	0
1912	Игра Джеральда	2017	103 min	103	['Drama', 'Horror', 'Thriller']	6.5	116249	77	0
1913	Братец медвежонок	2003	0+	85	['Animation', 'Adventure', 'Comedy']	6.8	116177	48	85336277
1914	Срочная доставка	2012	PG-13	91	['Action', 'Crime', 'Thriller']	6.5	116128	66	20275446
1915	Ещё одна из рода Болейн	2008	PG-13	115	['Biography', 'Drama', 'History']	6.7	116094	50	26814957
1916	Пила 6	2009	18+	90	['Horror', 'Mystery', 'Thriller']	6.0	115936	30	27693292
1917	Игры патриотов	1992	16+	117	['Action', 'Thriller']	6.8	115932	64	83287363
1918	Doom	2005	16+	105	['Action', 'Horror', 'Sci-Fi']	5.2	115841	34	28212337
1919	Готика	2003	18+	98	['Horror', 'Mystery', 'Thriller']	5.8	115829	38	59694580
1920	Транс	2013	18+	101	['Crime', 'Drama', 'Mystery']	6.9	115792	61	2319187
1921	The Conversation	1974	16+	113	['Drama', 'Mystery', 'Thriller']	7.8	115574	87	4420000
1922	Знакомство с Факерами 2	2010	PG-13	98	['Comedy', 'Romance']	5.5	115528	27	148383780
1923	Дневник баскетболиста	1995	18+	102	['Biography', 'Crime', 'Drama']	7.3	115489	46	2424439
1924	Митчеллы против машин	2021	18+	114	['Animation', 'Adventure', 'Comedy']	7.6	115363	81	0
1925	Короче	2017	18+	135	['Drama', 'Fantasy', 'Sci-Fi']	5.8	115351	63	24449754
1926	Мария Антуанетта	2006	PG-13	123	['Biography', 'Drama', 'History']	6.5	115266	65	15962471
1927	Мэверик	1994	16+	127	['Action', 'Adventure', 'Comedy']	7.0	115016	62	101631272
1928	Та ещё парочка	2019	18+	125	['Comedy', 'Romance']	6.8	114995	67	30316271
1929	Домашнее видео	2014	18+	94	['Comedy', 'Romance']	5.1	114912	36	38543473
1930	Только Бог простит	2013	18+	90	['Action', 'Crime', 'Drama']	5.7	114912	37	778565
1931	Одинокий мужчина	2009	16+	99	['Crime', 'Drama', 'Romance']	7.5	114816	77	9166863
1932	Полуночный ковбой	1969	12+	113	['Drama']	7.8	114794	79	44785053
1933	Поговори с ней	2002	16+	112	['Drama', 'Mystery', 'Romance']	7.9	114783	86	9284265
1934	Вавилон	2022	R	189	['Comedy', 'Drama', 'History']	7.2	114771	60	0
1935	Стиратель	1996	16+	115	['Action', 'Crime', 'Thriller']	6.2	114700	56	101295562
1936	Алиса в Зазеркалье	2016	12+	113	['Adventure', 'Family', 'Fantasy']	6.2	114418	34	77042381
1937	Ужас Амитивилля	2005	16+	90	['Horror']	5.9	114360	33	65233369
1938	Их собственная лига	1992	PG	128	['Comedy', 'Drama', 'Sport']	7.3	114328	69	107533928
1939	Помутнение	2006	16+	100	['Animation', 'Comedy', 'Crime']	7.0	114295	73	5501616
1940	Запределье	2006	12+	117	['Adventure', 'Drama', 'Fantasy']	7.8	114202	64	2280348
1941	Дом летающих кинжалов	2004	0+	119	['Action', 'Adventure', 'Drama']	7.5	114199	89	11050094
1942	Семьянин	2000	0+	125	['Comedy', 'Drama', 'Fantasy']	6.8	114020	42	75793305
1943	Всем парням, которых я любила раньше	2018	99 min	99	['Comedy', 'Drama', 'Romance']	7.0	113970	64	0
1944	101 далматинец	1996	0+	103	['Adventure', 'Comedy', 'Crime']	5.7	113936	49	136189294
1945	Белоснежка и охотник 2	2016	12+	114	['Action', 'Adventure', 'Drama']	6.1	113935	35	48390190
1946	Deliverance	1972	12+	109	['Adventure', 'Drama', 'Thriller']	7.7	113888	80	7056013
1947	Каникулы	1983	0+	98	['Adventure', 'Comedy']	7.3	113874	55	61400000
1948	Красная шапочка	2011	14+	100	['Fantasy', 'Horror', 'Mystery']	5.4	113854	29	37662162
1949	Между небом и землёй	2005	12+	95	['Comedy', 'Drama', 'Fantasy']	6.7	113818	47	48318130
1950	Королева	2006	12+	103	['Biography', 'Drama']	7.3	113712	91	56441711
1951	Не беспокойся, дорогая	2022	R	123	['Drama', 'Thriller']	6.2	113688	48	0
1952	The Gold Rush	1925	95 min	95	['Adventure', 'Comedy', 'Drama']	8.1	113684	0	5450000
1953	Приглашение	2015	100 min	100	['Drama', 'Horror', 'Mystery']	6.6	113665	74	231703
1954	Рок-волна	2009	16+	135	['Comedy', 'Drama', 'Music']	7.3	113648	58	7994115
1955	Как малые дети	2006	16+	137	['Drama', 'Romance']	7.5	113536	75	5463019
1956	Помпеи	2014	12+	105	['Action', 'Adventure', 'Drama']	5.5	113519	39	23219748
1957	Пятое измерение	2009	PG-13	111	['Action', 'Sci-Fi', 'Thriller']	6.1	113466	36	31806100
1958	Driving Miss Daisy	1989	12+	99	['Comedy', 'Drama', 'Romance']	7.3	113441	81	106593296
1959	Шопо-коп	2009	12+	91	['Action', 'Comedy', 'Crime']	5.2	113397	39	20819129
1960	Непрощённая	2021	112 min	112	['Crime', 'Drama']	7.1	113323	41	0
1961	Защитник	2012	16+	94	['Action', 'Crime', 'Thriller']	6.5	113284	55	17142080
1962	Сокровище	2009	16+	110	['Drama']	7.3	113262	78	47566524
1963	Базз Лайтер	2022	6+	105	['Animation', 'Action', 'Adventure']	6.1	113208	60	118307188
1964	Маньчжурский кандидат	2004	16+	129	['Drama', 'Mystery', 'Sci-Fi']	6.6	113177	76	65955630
1965	Тихая гавань	2013	PG-13	115	['Drama', 'Romance', 'Thriller']	6.6	113169	34	71349120
1966	Конец света	1999	18+	122	['Action', 'Fantasy', 'Horror']	5.8	113160	33	66889043
1967	Играй, как Бекхэм	2002	12+	112	['Comedy', 'Drama', 'Romance']	6.7	113128	66	32543449
1968	Беспечный ездок	1969	95 min	95	['Adventure', 'Drama']	7.3	113113	85	41728598
1969	5-я волна	2016	16+	112	['Action', 'Adventure', 'Sci-Fi']	5.2	113096	33	34916787
1970	You Only Live Twice	1967	PG	117	['Action', 'Adventure', 'Thriller']	6.8	113003	61	43084787
1971	Злые Улицы	1973	R	112	['Crime', 'Drama', 'Thriller']	7.2	112912	96	3132645
1972	Танцующая в темноте	2000	16+	140	['Crime', 'Drama', 'Musical']	7.9	112842	61	4184036
1973	Ганнибал: Восхождение	2007	16+	121	['Adventure', 'Crime', 'Drama']	6.1	112725	35	27670986
1974	An American Werewolf in London	1981	18+	97	['Comedy', 'Horror']	7.5	112555	55	30565292
1975	Jacob's Ladder	1990	18+	113	['Drama', 'Horror', 'Mystery']	7.4	112466	62	26118851
1976	Король вечеринок	2002	16+	92	['Comedy', 'Romance']	6.4	112314	26	21005329
1977	Геошторм	2017	16+	109	['Action', 'Sci-Fi', 'Thriller']	5.3	112260	21	33700160
1978	Через вселенную	2007	16+	133	['Drama', 'Fantasy', 'History']	7.3	112193	56	24343673
1979	Грязь	2013	18+	97	['Action', 'Comedy', 'Crime']	7.0	112136	56	34321
1980	Заложник	2005	12+	113	['Action', 'Crime', 'Drama']	6.5	112073	44	34639939
1981	Горячие головы	1991	12+	84	['Action', 'Comedy']	6.7	112049	61	69467617
1982	The Spy Who Loved Me	1977	125 min	125	['Action', 'Adventure', 'Thriller']	7.0	112029	55	46800000
1983	Ограды	2016	12+	139	['Drama']	7.2	111962	79	57682904
1984	Человек, которого не было	2001	16+	116	['Crime', 'Drama']	7.5	111895	73	7494849
1985	Имя розы	1986	16+	130	['Drama', 'Mystery', 'Thriller']	7.7	111719	54	7153487
1986	Выбор судьбы	2006	R	94	['Adventure', 'Comedy', 'Music']	6.8	111700	55	8319186
1987	Эксперимент 2: Волна	2008	16+	107	['Drama', 'Thriller']	7.6	111688	0	0
1988	Франкенвини	2012	12+	87	['Animation', 'Comedy', 'Drama']	6.9	111679	74	35291068
1989	Ночной беглец	2015	R	114	['Action', 'Crime', 'Thriller']	6.6	111676	59	26461644
1990	Семья по-быстрому	2018	16+	118	['Comedy', 'Drama']	7.3	111657	57	67363237
1991	Пятница 13-е	2009	16+	97	['Horror', 'Mystery', 'Thriller']	5.5	111536	34	65002019
1992	Радиоволна	2000	PG-13	118	['Crime', 'Drama', 'Mystery']	7.4	111485	67	45010278
1993	Формула любви для узников брака	2009	PG-13	113	['Comedy']	5.5	111463	23	109205660
1994	Тик-так... БУМ!	2021	18+	120	['Biography', 'Comedy', 'Drama']	7.5	111419	74	0
1995	Порочные игры	2013	R	99	['Drama', 'Thriller']	6.7	111391	58	1702277
1996	Железная леди	2011	12+	105	['Biography', 'Drama']	6.4	111391	52	30017992
1997	Куда приводят мечты	1998	PG-13	113	['Drama', 'Fantasy', 'Romance']	6.9	111276	44	55485043
1998	Дьявол в деталях	2021	18+	128	['Crime', 'Drama', 'Mystery']	6.3	111065	54	0
1999	Могучие рейнджеры	2017	18+	124	['Action', 'Adventure', 'Fantasy']	5.9	111042	44	85364450
2000	Live and Let Die	1973	121 min	121	['Action', 'Adventure', 'Thriller']	6.7	110980	55	35377836
2001	Трамвай «Желание»	1951	PG	122	['Drama']	7.9	110936	97	8000000
2002	Счастливчик	2012	PG-13	101	['Drama', 'Mystery', 'Romance']	6.4	110930	39	60457138
2003	Рожденный четвертого июля	1989	16+	145	['Biography', 'Drama', 'War']	7.2	110775	75	70001698
2004	Война невест	2009	PG	89	['Comedy', 'Romance']	5.4	110753	24	58715510
2005	Час расплaты	2003	12+	119	['Action', 'Mystery', 'Sci-Fi']	6.3	110711	43	53790451
2006	Меня зовут Кхан	2010	PG-13	165	['Adventure', 'Drama', 'Romance']	7.9	110670	50	4018695
2007	Супермен 2	1980	0+	127	['Action', 'Adventure', 'Sci-Fi']	6.8	110620	83	108185706
2008	Мексиканец	2001	16+	123	['Adventure', 'Comedy', 'Drama']	6.1	110493	43	66808615
2009	Тутси	1982	0+	116	['Comedy', 'Drama', 'Romance']	7.4	110484	88	177200000
2010	Малефисента 2: Владычица тьмы	2019	6+	119	['Adventure', 'Family', 'Fantasy']	6.6	110358	43	113929605
2011	Париж, Техас	1984	16+	145	['Drama']	8.1	110286	81	2181987
2012	Фрост против Никсона	2008	16+	122	['Biography', 'Drama', 'History']	7.7	110092	80	18593156
2013	Зеркала	2008	18+	110	['Horror', 'Mystery']	6.1	110082	35	30691439
