title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
Prizzi's Honor,1985,130,"['Comedy', 'Crime', 'Drama']",6.7,25496,0+,84,26700000
Мама и папа,2017,86,"['Comedy', 'Horror', 'Thriller']",5.6,25487,R,59,0
Джеймс Браун: Путь наверх,2014,139,"['Biography', 'Drama', 'Music']",6.9,25479,PG-13,71,30513940
Пирамида,2014,89,"['Horror', 'Mystery', 'Thriller']",4.6,25475,R,24,2756333
Моя жизнь без меня,2003,106,"['Drama', 'Romance']",7.4,25469,16+,57,395592
Любите Куперов,2015,107,"['Comedy', 'Fantasy', 'Romance']",5.8,25456,PG-13,31,26284475
Орел против акулы,2007,93,"['Comedy', 'Romance']",6.7,25445,R,55,221846
Тёмная сторона страсти,2003,119,"['Mystery', 'Thriller']",5.4,25436,18+,46,4750602
Черные мeтки,2013,90,"['Comedy', 'Crime', 'Thriller']",6.3,25433,R,53,61446
Ученик чудовища,2015,119,"['Animation', 'Action', 'Adventure']",7.6,25421,PG-13,65,446142
Great Expectations,1946,118,"['Adventure', 'Drama', 'Mystery']",7.8,25418,NaN,90,0
Local Hero,1983,111,"['Comedy', 'Drama']",7.3,25415,NaN,84,5895761
"Беги, прячься, бей",2020,109,"['Action', 'Crime', 'Drama']",6.3,25409,18+,13,0
Толпа,2022,176,"['Biography', 'Drama', 'Sport']",7.4,25407,NaN,0,0
Тролли 2. Мировой тур,2020,91,"['Animation', 'Adventure', 'Comedy']",6.1,25377,6+,51,0
How Green Was My Valley,1941,118,"['Drama', 'Family']",7.7,25371,NaN,88,0
Специальные корреспонденты,2016,101,['Comedy'],5.9,25351,NaN,36,0
Нечестивые,2021,99,"['Drama', 'Horror', 'Mystery']",5.1,25346,18+,36,0
Замок из песка,2017,113,"['Action', 'Drama', 'War']",6.3,25345,NaN,45,0
Дылда,2019,101,"['Comedy', 'Drama', 'Family']",5.3,25345,NaN,0,0
Остров сокровищ Маппетов,1996,99,"['Action', 'Adventure', 'Comedy']",6.9,25330,NaN,64,33609000
Отец Стю,2022,124,"['Biography', 'Drama']",6.5,25329,R,40,0
Гамбит,2012,89,"['Comedy', 'Crime']",5.7,25315,PG-13,0,0
Сезон охоты 2,2008,76,"['Animation', 'Adventure', 'Comedy']",5.5,25312,12+,0,0
Кровавое воскресенье,2002,111,"['Drama', 'History', 'War']",7.6,25301,16+,90,768045
Леди Макбет,2016,89,"['Drama', 'Romance']",6.8,25288,18+,76,1129408
Некуда бежать,1993,94,"['Action', 'Drama', 'Romance']",5.7,25282,R,41,22189039
Клоун,2014,100,"['Horror', 'Thriller']",5.7,25281,R,42,55007
Удивительная легкость,2006,118,"['Biography', 'Drama', 'History']",7.4,25273,16+,65,21208358
Чёрный и синий,2019,108,"['Action', 'Thriller']",6.4,25257,R,54,22055313
Комната в Риме,2010,107,"['Drama', 'Romance']",6.1,25254,18+,0,0
Виридиана,1961,91,['Drama'],8.1,25232,16+,0,0
My Man Godfrey,1936,94,"['Comedy', 'Drama', 'Romance']",8.0,25225,NaN,82,0
"В чем дело, док?",1972,94,"['Comedy', 'Romance']",7.7,25224,NaN,0,10470384
Green Card,1990,107,"['Comedy', 'Drama', 'Romance']",6.3,25223,NaN,58,29888235
Дурман любви,1997,100,"['Comedy', 'Romance']",6.1,25219,R,49,34656904
Безумные и прекрасные,2001,99,"['Drama', 'Romance']",6.4,25212,12+,61,16929123
Из джунглей в джунгли,1997,105,"['Comedy', 'Family']",5.2,25191,PG,42,59925026
Громобой,2006,93,"['Action', 'Adventure', 'Family']",5.1,25176,PG,42,652526
Испанский узник,1997,110,"['Drama', 'Mystery', 'Thriller']",7.2,25170,PG,70,10200000
Вся королевская рать,2006,128,"['Drama', 'Thriller']",6.1,25167,PG-13,37,7221458
Колетт,2018,111,"['Biography', 'Drama', 'History']",6.7,25166,R,74,5137622
Крошка из Беверли-Хиллз,2008,91,"['Adventure', 'Comedy', 'Drama']",3.9,25154,6+,41,94514402
Щегол,2019,149,['Drama'],6.4,25150,16+,40,5332621
Внезапная удача,2022,92,"['Crime', 'Drama', 'Thriller']",5.7,25145,R,52,0
Джинна вызывали?,1996,93,"['Comedy', 'Family', 'Fantasy']",3.1,25143,PG,24,18876581
Байки из склепа: Демон ночи,1995,92,"['Action', 'Fantasy', 'Horror']",6.7,25138,12+,48,21088568
Свирепые создания,1997,93,['Comedy'],6.4,25131,PG-13,62,9381260
Таинственный Альберт Ноббс,2011,113,"['Drama', 'Romance']",6.7,25129,R,57,3014696
Alice Doesn't Live Here Anymore,1974,112,"['Drama', 'Romance']",7.3,25119,NaN,78,18600000
Cyrano de Bergerac,1990,137,"['Comedy', 'Drama', 'History']",7.5,25119,NaN,79,15140007
Невеста с того света,2008,95,"['Comedy', 'Fantasy', 'Romance']",5.2,25118,PG-13,30,7563670
Американский огурчик,2020,88,"['Comedy', 'Fantasy']",5.7,25116,PG-13,58,0
БайБайМэн,2017,96,"['Drama', 'Fantasy', 'Horror']",4.3,25114,16+,37,22377458
"Я киборг, но это нормально",2006,107,"['Comedy', 'Drama', 'Romance']",7.0,25112,NaN,0,0
Женщина,2011,101,"['Drama', 'Horror', 'Thriller']",6.0,25108,R,58,0
Солдаты Буффало,2001,98,"['Comedy', 'Crime', 'Drama']",6.7,25103,16+,56,353743
Особо опасен,2009,147,"['Action', 'Crime', 'Thriller']",6.6,25100,NaN,0,0
Пиф-паф,2014,153,"['Action', 'Adventure', 'Comedy']",5.6,25098,NaN,0,2546172
Dèmoni,1985,88,['Horror'],6.6,25092,NaN,53,0
Глаза ангела,2001,102,"['Drama', 'Romance']",5.7,25087,16+,39,24044532
Карта прекрасных маленьких вещей,2021,98,"['Comedy', 'Fantasy', 'Romance']",6.8,25086,PG-13,61,0
Индюки: Назад в будущее,2013,91,"['Animation', 'Adventure', 'Comedy']",5.8,25085,6+,38,55750480
Прогулка по Миссисипи,2015,108,"['Comedy', 'Drama']",6.4,25079,R,77,129747
Меган Ливи,2017,116,"['Action', 'Biography', 'Drama']",7.1,25070,PG-13,66,13406304
Новый мир,2013,135,"['Action', 'Crime', 'Drama']",7.5,25068,18+,58,457806
The Duellists,1977,100,"['Drama', 'War']",7.4,25062,NaN,70,200000
История дельфина,2011,113,"['Drama', 'Family']",6.8,25062,PG,64,72286779
Die Blechtrommel,1979,142,"['Drama', 'War']",7.5,25057,18+,63,0
Под маской жиголо,2013,90,"['Comedy', 'Romance']",6.2,25044,16+,58,3763973
Джезабель,2014,90,"['Drama', 'Horror', 'Mystery']",5.4,25027,PG-13,37,0
Цвет ночи,1994,121,"['Drama', 'Mystery', 'Romance']",5.2,25022,18+,36,19721814
Красота,1996,90,"['Comedy', 'Drama', 'Romance']",7.6,25021,R,0,1500000
The Fabulous Baker Boys,1989,114,"['Comedy', 'Drama', 'Music']",6.9,25013,NaN,85,18100000
Boйна динозавров,2007,107,"['Action', 'Drama', 'Fantasy']",3.5,25011,PG-13,33,10977721
Американская мечта,2006,107,"['Comedy', 'Music']",5.5,25003,12+,45,7191830
Незабываемое Рождество,2022,93,"['Comedy', 'Romance']",5.2,24992,NaN,40,0
Madras Cafe,2013,130,"['Action', 'Drama', 'Thriller']",7.6,24986,NaN,0,0
Мэнсфилд Парк,1999,112,"['Comedy', 'Drama', 'Romance']",7.0,24983,PG-13,71,4764741
Случайный муж,2008,90,"['Comedy', 'Romance']",5.5,24962,PG-13,14,0
Гнев,2014,98,"['Action', 'Thriller']",5.0,24960,NaN,28,0
Удивительный мир Марвена,2018,116,"['Biography', 'Comedy', 'Drama']",6.2,24954,PG-13,40,10763520
Бои без правил,2017,116,"['Action', 'Biography', 'Crime']",6.8,24931,R,76,0
Killer's Kiss,1955,67,"['Crime', 'Drama', 'Film-Noir']",6.6,24928,NaN,0,0
Professione: reporter,1975,126,"['Drama', 'Thriller']",7.5,24915,PG-13,90,620155
Bo имя справедливости,1991,91,"['Action', 'Crime', 'Drama']",6.1,24910,18+,38,39673161
Игра Ганнибала,2018,98,"['Action', 'Thriller']",5.9,24906,R,31,0
Пакт,2012,89,"['Horror', 'Mystery', 'Thriller']",5.7,24900,R,54,0
Счастливчик,2017,88,"['Comedy', 'Drama']",7.3,24888,NaN,80,955925
Снайпер,1993,98,"['Action', 'Thriller', 'War']",6.1,24886,R,45,18994653
В кругу семьи,2017,124,['Comedy'],7.7,24884,NaN,0,0
Night of the Creeps,1986,88,"['Comedy', 'Horror', 'Sci-Fi']",6.7,24871,NaN,62,591366
Мистериум: Охотники на фазанов,2014,119,"['Crime', 'Drama', 'Mystery']",7.1,24869,18+,61,0
Добро пожаловать к Райли,2010,110,['Drama'],6.9,24869,16+,50,152857
Легионер,1998,99,"['Action', 'Adventure', 'Drama']",5.5,24868,R,0,0
Логово монстра,2018,110,"['Crime', 'Horror', 'Thriller']",6.4,24856,18+,42,3435047
Меня зовут Брюс,2007,84,"['Comedy', 'Fantasy', 'Horror']",6.1,24849,R,36,173066
Бадлапур,2015,134,"['Action', 'Crime', 'Drama']",7.4,24842,NaN,0,370843
Nightbreed,1990,102,"['Action', 'Fantasy', 'Horror']",6.5,24839,18+,40,8862354
Битва у Красной скалы 2,2009,142,"['Action', 'Adventure', 'Drama']",7.5,24812,NaN,0,627047
2:22,2017,98,"['Drama', 'Mystery', 'Romance']",5.7,24802,PG-13,0,0
Krótki film o milosci,1988,87,"['Drama', 'Romance']",8.1,24785,16+,0,0
Пораженный,2013,85,"['Action', 'Adventure', 'Horror']",6.2,24779,R,56,121179
Уличный боец,2009,96,"['Action', 'Crime', 'Fantasy']",3.7,24769,PG-13,17,8742261
Не хочу забывать,2004,117,"['Drama', 'Romance']",8.1,24766,NaN,0,0
Парману: История Похрана,2018,129,"['Action', 'Drama', 'History']",7.6,24763,NaN,0,0
Один против всех,1998,93,"['Crime', 'Drama', 'Thriller']",7.3,24761,NaN,77,54735
Погнали,2013,90,"['Action', 'Thriller']",4.4,24758,PG-13,22,10494494
The Postman Always Rings Twice,1981,122,"['Crime', 'Drama', 'Romance']",6.6,24748,NaN,61,12376625
24 чaса,2002,106,"['Action', 'Crime', 'Drama']",6.1,24745,16+,42,62536
Поездка,2021,113,"['Action', 'Comedy', 'Horror']",6.9,24737,NaN,0,0
Под маской: Bосхождение Лесли Bернона,2006,92,"['Comedy', 'Horror', 'Thriller']",6.7,24726,R,66,69136
Бхудж: Гордость Индии,2021,113,"['Action', 'Drama', 'History']",4.2,24719,NaN,0,0
Каратель,1989,89,"['Action', 'Crime', 'Thriller']",5.6,24704,16+,63,0
The Army of Shadows,1969,145,"['Drama', 'War']",8.1,24701,NaN,99,741766
Бастион,2011,108,"['Crime', 'Drama']",5.8,24687,R,70,969239
B смeртельной опасности,1994,101,"['Action', 'Adventure', 'Thriller']",4.6,24683,18+,33,38590500
Конфетка из Барели,2017,116,"['Comedy', 'Romance']",7.5,24676,12+,0,0
My Darling Clementine,1946,97,"['Drama', 'Romance', 'Western']",7.7,24671,NaN,0,0
Запретная дорога,2007,102,"['Crime', 'Drama', 'Thriller']",6.6,24667,R,46,121994
Банкомат,2012,90,"['Horror', 'Thriller']",4.7,24661,R,34,2034
Cléo de 5 à 7,1962,90,"['Comedy', 'Drama', 'Music']",7.9,24660,NaN,87,0
Нация фастфуда,2006,116,"['Comedy', 'Drama']",6.3,24658,16+,64,1004059
Птицекалипсис: Шок и Трепет,2010,105,"['Fantasy', 'Horror', 'Mystery']",1.7,24643,NaN,0,0
Первая дочь,2004,106,"['Comedy', 'Drama', 'Romance']",5.1,24642,12+,31,9055010
Мой создатель,2020,109,"['Drama', 'Mystery', 'Sci-Fi']",6.4,24640,16+,67,0
Бессмертные,2002,90,"['Drama', 'Family', 'Fantasy']",6.6,24639,12+,66,19158074
Крутой и цыпочки,2005,100,"['Comedy', 'Crime']",5.4,24636,12+,35,19699706
If....,1968,111,"['Crime', 'Drama']",7.4,24633,16+,0,0
Чтo случилось прошлой ночью,2014,100,"['Comedy', 'Romance']",6.0,24625,R,62,48637684
Среди акул,1994,93,"['Comedy', 'Crime']",7.0,24625,R,66,376928
Сумеречный самурай,2002,129,"['Drama', 'Romance']",8.1,24614,12+,82,0
Ugetsu monogatari,1953,96,"['Drama', 'Fantasy', 'War']",8.2,24612,NaN,0,11197
Белый шквал,1996,129,"['Adventure', 'Drama']",6.6,24598,PG-13,53,10300000
Претендент,2000,126,"['Drama', 'Thriller']",6.9,24598,18+,59,17872723
Флинтстоуны в Рок-Вегасе,2000,90,"['Comedy', 'Family', 'Romance']",3.7,24589,12+,27,35268275
Последнее соблазнение,1994,110,"['Crime', 'Drama', 'Romance']",7.0,24588,18+,85,6138485
Desperately Seeking Susan,1985,104,"['Comedy', 'Drama']",6.1,24585,NaN,71,27398584
Не бей копытом,2004,76,"['Animation', 'Adventure', 'Comedy']",5.4,24566,0+,50,50030461
Жизнь под страхом,1993,178,"['Action', 'Drama', 'Romance']",7.6,24552,NaN,0,0
Breaking Away,1979,101,"['Comedy', 'Drama', 'Sport']",7.7,24549,NaN,91,16424918
Ледяной урожай,2005,92,"['Comedy', 'Crime', 'Drama']",6.2,24536,18+,62,8819059
Очень тёмные времена,2017,103,"['Crime', 'Drama', 'Horror']",6.6,24532,NaN,75,33109
Повелитель страниц,1994,80,"['Animation', 'Adventure', 'Comedy']",6.1,24530,NaN,0,13670688
Наёмник,2022,103,"['Action', 'Drama', 'Thriller']",5.8,24524,18+,52,0
Прокол,2011,100,"['Biography', 'Drama']",6.8,24515,R,54,67071
Техасская резня бензопилой 4: Новое поколение,1995,87,"['Comedy', 'Horror', 'Thriller']",3.3,24507,18+,50,141626
Дела сердечные,2016,158,"['Drama', 'Music', 'Musical']",5.8,24496,NaN,40,4237741
Клуб неудачников,2011,105,"['Comedy', 'Drama', 'Romance']",7.5,24482,NaN,0,0
Версальский роман,2014,117,"['Drama', 'Romance']",6.5,24480,R,51,551609
История о нас,1999,95,"['Comedy', 'Drama', 'Romance']",6.0,24478,R,37,27067160
Бостонский душитель,2023,112,"['Crime', 'Drama', 'History']",6.5,24477,R,58,0
Хорошее убийство,2014,102,"['Drama', 'Thriller', 'War']",6.4,24473,18+,63,316842
Охота на работу,2016,83,['Comedy'],5.2,24471,R,31,0
The Fly,1958,94,"['Drama', 'Horror', 'Sci-Fi']",7.1,24471,NaN,62,3000000
Мальчик по имени Рождество,2021,106,"['Adventure', 'Drama', 'Family']",6.7,24470,PG,61,0
Гнёздышко Кхослы,2006,135,"['Comedy', 'Crime', 'Drama']",8.3,24445,NaN,0,26472
Край света,2019,98,"['Action', 'Adventure', 'Comedy']",5.2,24434,NaN,0,0
Вышибалы,2001,92,"['Crime', 'Drama', 'Thriller']",6.1,24432,16+,30,11632420
Это всего лишь конец света,2016,97,['Drama'],6.8,24430,18+,48,0
Четверг,2022,128,"['Drama', 'Thriller']",7.7,24421,NaN,0,0
Гуру: Путь к успеху,2007,162,['Drama'],7.7,24418,NaN,70,2087000
Попасть в десятку,2006,92,"['Comedy', 'Drama', 'Romance']",6.7,24417,PG-13,69,210128
Playtime,1967,155,['Comedy'],7.8,24400,NaN,99,0
Bампир в Бруклине,1995,100,"['Comedy', 'Fantasy', 'Horror']",4.6,24396,R,27,19751736
Cat People,1942,73,"['Fantasy', 'Horror', 'Thriller']",7.2,24392,NaN,85,4000000
187,1997,119,"['Drama', 'Thriller']",6.6,24391,R,41,5716080
Мандерлей,2005,139,['Drama'],7.2,24375,16+,46,78378
Продавщица,2005,106,"['Drama', 'Romance']",6.3,24364,16+,62,10281585
Обратно на Землю,2001,87,"['Comedy', 'Fantasy']",5.4,24361,12+,32,64186502
Экстрасенс 2: Лабиринты разума,2013,99,"['Drama', 'Mystery', 'Sci-Fi']",6.4,24357,16+,42,4288
Tetsuo,1989,67,"['Horror', 'Sci-Fi']",6.9,24355,NaN,0,0
Братц,2007,110,"['Comedy', 'Family', 'Music']",3.0,24343,12+,21,10005534
Кулак легенды,1994,103,"['Action', 'Drama']",7.5,24335,R,0,0
Кадавр,2018,86,"['Horror', 'Mystery', 'Thriller']",5.2,24326,18+,37,14837422
Отель для собак,2009,100,"['Comedy', 'Family']",5.5,24308,12+,51,73034460
Scrooge,1951,86,"['Drama', 'Family', 'Fantasy']",8.1,24296,12+,0,0
Я очень возбужден,2013,90,"['Comedy', 'Musical']",5.6,24288,16+,55,1367846
Мгновения Нью-Йорка,2004,91,"['Comedy', 'Crime', 'Family']",4.9,24277,12+,33,14018364
Малые часы,2017,90,"['Comedy', 'Romance']",5.8,24272,R,69,1647175
Исполнитель желаний,1997,90,"['Fantasy', 'Horror']",5.8,24267,R,0,15719109
Цель жизни,2004,186,"['Action', 'Drama', 'Romance']",7.8,24267,NaN,0,752344
Ying hung boon sik,1986,95,"['Action', 'Crime', 'Drama']",7.4,24259,NaN,78,0
The Beastmaster,1982,118,"['Action', 'Adventure', 'Fantasy']",6.2,24255,NaN,18,14056528
Маленький Манхэттен,2005,84,"['Comedy', 'Family', 'Romance']",7.4,24249,12+,52,384924
The Gauntlet,1977,109,"['Action', 'Crime', 'Thriller']",6.4,24247,12+,59,35400000
Замерзшая из Майами,2009,97,"['Comedy', 'Romance']",5.6,24229,PG,29,16734283
Earth Girls Are Easy,1988,100,"['Comedy', 'Musical', 'Romance']",5.4,24205,NaN,66,3916303
Крриш 3,2013,152,"['Action', 'Adventure', 'Sci-Fi']",5.3,24193,NaN,0,2191343
Ноэль,2019,100,"['Adventure', 'Comedy', 'Family']",6.3,24192,G,48,0
Друзья по отпуску,2021,103,"['Adventure', 'Comedy']",6.3,24185,R,49,0
Неправильное воспитание Кэмерон Пост,2018,91,"['Comedy', 'Drama']",6.6,24181,NaN,69,904703
Пришелец,2001,95,"['Drama', 'Mystery', 'Sci-Fi']",6.2,24172,16+,33,6114237
Рики и Флэш,2015,101,"['Comedy', 'Drama', 'Music']",6.0,24170,18+,54,26822144
The Ox-Bow Incident,1943,75,"['Drama', 'Western']",8.0,24170,NaN,0,1635000
Ocean's Eleven,1960,127,"['Comedy', 'Crime', 'Music']",6.5,24169,NaN,57,12317000
Лофт,2008,118,"['Crime', 'Drama', 'Mystery']",7.3,24169,NaN,0,0
Как важно быть серьёзным,2002,97,"['Comedy', 'Drama', 'Romance']",6.8,24169,12+,60,8378141
Чeловек без прошлого,2002,97,"['Comedy', 'Drama', 'Romance']",7.6,24141,12+,84,921547
Только ты,1994,109,"['Comedy', 'Romance']",6.5,24140,PG,0,20042048
Ассистентка,2019,87,['Drama'],6.4,24135,R,79,0
Непристойное поведение,1998,84,"['Horror', 'Mystery', 'Sci-Fi']",5.6,24118,R,0,17411331
Знахарь,1992,106,"['Adventure', 'Drama', 'Romance']",6.0,24109,NaN,43,45500797
...E tu vivrai nel terrore! L'aldilà,1981,87,['Horror'],6.6,24107,18+,38,123843
Boсемь безумных ночей,2002,76,"['Animation', 'Comedy', 'Musical']",5.3,24104,12+,23,23443124
Лондон,2005,92,"['Drama', 'Romance']",6.4,24090,18+,24,12667
Хоффа,1992,140,"['Biography', 'Crime', 'Drama']",6.6,24086,R,50,24276500
Birdy,1984,120,"['Drama', 'War']",7.2,24078,16+,71,1455045
Любовь - Бог,2003,160,"['Adventure', 'Comedy', 'Drama']",8.5,24077,NaN,0,0
Магическая битва 0. Фильм,2021,105,"['Animation', 'Action', 'Fantasy']",7.8,24076,PG-13,71,34542754
Призраки,2007,91,"['Adventure', 'Drama', 'Horror']",5.8,24061,R,52,20146
Переправа,2009,113,"['Crime', 'Drama']",6.7,24060,R,38,454149
2pac: Легенда,2017,139,"['Biography', 'Drama', 'Music']",5.9,24053,18+,38,44922302
Мы не ангелы,1989,106,"['Comedy', 'Crime']",6.1,24041,NaN,48,10555348
Параллельный мир,1992,102,"['Animation', 'Comedy', 'Fantasy']",4.8,24038,PG-13,28,14110600
Спаситель,2021,99,"['Action', 'Drama', 'Thriller']",4.5,24025,R,22,0
Февраль,2015,93,"['Horror', 'Mystery', 'Thriller']",5.9,24012,R,68,19980
Family Plot,1976,120,"['Comedy', 'Crime', 'Drama']",6.8,24008,16+,79,0
Mutiny on the Bounty,1935,132,"['Adventure', 'Biography', 'Drama']",7.6,24006,NaN,87,0
Неспящие,2021,96,"['Action', 'Adventure', 'Drama']",4.9,23997,NaN,35,0
Джози и кошечки,2001,98,"['Comedy', 'Music']",5.6,23991,12+,47,14252830
Дом духов,1993,145,"['Drama', 'Romance']",6.9,23979,18+,0,6265311
Hababam Sinifi Sinifta Kaldi,1975,91,['Comedy'],8.9,23971,NaN,0,0
Законы привлекательности,2004,90,"['Comedy', 'Romance']",5.8,23970,PG-13,38,17848322
Funny Girl,1968,151,"['Biography', 'Comedy', 'Drama']",7.3,23968,12+,89,58500000
Газовый свет,2023,111,"['Crime', 'Mystery', 'Thriller']",7.3,23967,NaN,0,0
Кто-то классный,2019,92,"['Comedy', 'Romance']",6.1,23961,R,63,0
Pickpocket,1959,76,"['Crime', 'Drama']",7.6,23957,NaN,0,0
Funny Farm,1988,101,['Comedy'],6.2,23939,12+,50,25537221
Добро пожаловать,2007,159,"['Comedy', 'Crime', 'Drama']",7.0,23929,NaN,0,1085043
Tosun Pasa,1976,90,['Comedy'],8.9,23927,NaN,0,0
Великий воин,2009,147,"['Action', 'Drama', 'Fantasy']",7.7,23924,NaN,0,0
Ah fei jing juen,1990,100,"['Crime', 'Drama', 'Romance']",7.4,23923,NaN,93,141864
Чёрный краб,2022,114,"['Action', 'Adventure', 'Drama']",5.7,23920,NaN,54,0
